community_title,community_content,status,post_status,member_id
벤자민 버튼 역 맡은 심창민,(서울=연합뉴스) 류효림 기자 = 가수겸 배우 심창민이 16일 서울 종로구 세종문화회관에서 열린 뮤지컬 '벤자민 버튼' 프레스콜에서 주요 장면을 시연하고 있다. 2024.5.16    ryousanta@yna.co.kr,0,3,2
"""다투고 화나서""…연인 집에 불 질러 숨지게 한 40대 송치","전북 군산경찰서[군산경찰서 제공]    (군산=연합뉴스) 나보배 기자 = 전북 군산경찰서는 연인의 집에 불을 질러 그를 숨지게 한 혐의(현주건조물방화치사)로 40대 A씨를 송치했다고 16일 밝혔다.    A씨는 지난 11일 오전 3시 29분께 군산시 임피면의 한 주택에 불을 질러 연인인 30대 B씨를 숨지게 한 혐의를 받고 있다.     당시 경찰은 주택 야외화장실 인근에서 술에 취한 채 앉아 있던 A씨를 발견하고 경찰서로 임의동행했다.    이후 폐쇄회로(CC)TV 등을 확인한 경찰은 A씨가 집 밖으로 나온 뒤 화재가 발생한 점 등을 토대로 방화 용의자로 긴급체포했다.    혐의를 부인하던 A씨는 구속 후 조사에서 ""B씨에게 맞아서 화가 나 방에 불을 붙였다""고 진술했다.    경찰 관계자는 ""두 사람이 자주 다퉜던 것으로 보인다""며 ""수사를 마무리하고 피의자를 구속 송치했다""고 말했다.    warm@yna.co.kr",0,3,2
대법원장 격려방문 법관 간담회,(서울=연합뉴스) 윤동진 기자 = 조희대 대법원장이 16일 오후 서울 서초구 서울고등법원에서 열린 격려방문 법관 간담회에서 모두발언을 하고 있다. 2024.5.16    mon@yna.co.kr,0,3,2
"4 Korean War memorials in U.S. add term 'East Sea' in reference to sea between S. Korea, Japan","US memorials-sea name4 Korean War memorials in U.S. add term 'East Sea' in reference to sea between S. Korea, Japan   SEOUL, May 16 (Yonhap) -- Four memorials on the 1950-53 Korean War installed in the United States have added the Korean name for the body of water between the Korean Peninsula and Japan after only using its Japanese name, the veterans ministry said Thursday.   Memorials in Maryland, Ohio, Lake County in Indiana and Cayuga County in New York have included the Korean name ""East Sea"" in addition to the Japanese moniker ""Sea of Japan"" on maps and other explanatory material displayed at the sites over the past year after the ministry requested the change, it said.   Seoul has long campaigned for its own name, the East Sea, or the use of both names to refer to the body of water, arguing that the Sea of Japan is a legacy of Tokyo's imperialistic past. The naming has been a source of diplomatic friction between Seoul and Tokyo.   As of May last year, 14 Korean War memorials in the U.S. had been discovered to only be using the Japanese name to refer to the sea, prompting the request for changes through diplomatic missions, the ministry said.   An official at the foreign ministry said the government has actively explained Seoul's position over the naming of the sea and has continuously requested officials in charge of Korean War memorials for the changes.   A veterans ministry official said the recent changes at the four memorials appear to reflect the improvement in South Korea-Japan relations, which have long been marred by historical spats.   Bilateral ties between Seoul and Tokyo have warmed significantly under the current Yoon Suk Yeol administration, which has prioritized bolstering trilateral security cooperation between the Asian neighbors and their shared ally, the United States.   The veterans ministry said it plans to continue requesting changes to the remaining facilities that only use the Japanese name to ensure that they also show the East Sea name.



This undated composite photo, provided by Seoul's veterans ministry on May 16, 2024, shows the 1950-53 Korean War memorial in Maryland with the Korean and Japanese names of the body of water between the Korean Peninsula and Japan -- East Sea and Sea of Japan, respectively. (PHOTO NOT FOR SALE) (Yonhap)yunhwanchae@yna.co.kr(END)",0,3,2
"""같은 강원인데"" 남부는 꽃양귀비 활짝…폭설 내린 북부 산간과 대조",(원주=연합뉴스) 이재현 기자 = 5월 중순 강원 북부 산간 지역에 이례적인 폭설이 내린 가운데 16일 백두대간 서쪽의 영서 남부인 원주시 판부면 용수골에는 붉은 꽃양귀비가 파란 하늘 아래 활짝 피어 탐방객을 유혹하고 있다. 오는 17일 개막하는 제17회 용수골 꽃양귀비 축제는 오는 6월 6일까지 3주간 이어진다. 2024.5.16    jlee@yna.co.kr,0,3,2
생가 찾은 이명박 전 대통령,(포항=연합뉴스) 윤관식 기자 = 이명박 전 대통령이 16일 경북 포항시 북구 흥해읍 덕실마을에 위치한 자신의 생가를 방문하고 있다. 2024.5.16    psik@yna.co.kr,0,3,2
대법원장 격려방문 법관 간담회,(서울=연합뉴스) 윤동진 기자 = 16일 서울 서초구 서울고등법원에서 열린 대법원장 격려방문 법관 간담회에서 참석 판사들이 조희대 대법원장의 발언을 듣고 있다. 2024.5.16    mon@yna.co.kr,0,3,2
대법원장 격려방문 법관 간담회,(서울=연합뉴스) 윤동진 기자 = 조희대 대법원장이 16일 오후 서울 서초구 서울고등법원에서 열린 격려방문 법관 간담회에 입장하고 있다. 2024.5.16    mon@yna.co.kr,0,3,2
"[속보] 시진핑 ""푸틴과 우크라전 '정치적 해결' 필요성 동의""",악수하는 중국·러시아 정상(베이징 AFP=연합뉴스) 중국을 국빈 방문한 블라디미르 푸틴 러시아 대통령(오른쪽)이 16일 베이징 인민대회당 앞에서 열린 공식 환영행사 도중 시진핑 국가주석과 악수하고 있다. 푸틴 대통령은 지난 3월 대통령 선거 승리로 집권 5기를 시작한 뒤 첫 해외 방문지로 중국을 선택했다. 2024.05.16 passion@yna.co.kr,0,3,2
모두발언 하는 조희대 대법원장,(서울=연합뉴스) 윤동진 기자 = 조희대 대법원장이 16일 서울 서초구 서울고등법원에서 열린 격려방문 법관 간담회에서 모두발언하고 있다. 2024.5.16    mon@yna.co.kr,0,3,2
Banks' rates for fresh loans dip for 5th straight month in April,"banks-mortgage ratesBanks' rates for fresh loans dip for 5th straight month in April   SEOUL, May 16 (Yonhap) -- The average lending rate of major banks in South Korea for home-backed loans dropped for a fifth consecutive month in April, data showed Thursday.   COFIX, or the Cost of Funds Index, a benchmark lending rate for mortgage loans, came to 3.54 percent last month, down 0.04 percentage point from a month earlier, according to the data from the Korea Federation of Banks.   The rate has been on a steady decline since December.   The COFIX rate for outstanding loans also slipped 0.02 percentage point from a month earlier to 3.76 percent in April.   COFIX is calculated based on costs of funding information provided by eight domestic banks in South Korea. They are Nonghyup Bank, Shinhan Bank, Woori Bank, Standard Chartered Bank Korea, Hana Bank, Industrial Bank of Korea, Kookmin Bank and Citibank Korea.



This file photo, taken April 29, 2024, shows a sign on the exterior of a bank in Seoul promoting its mortgage loan products. (Yonhap)   bdk@yna.co.kr(END)",0,3,2
모두발언 하는 조희대 대법원장,(서울=연합뉴스) 윤동진 기자 = 조희대 대법원장이 16일 오후 서울 서초구 서울고등법원에서 열린 격려방문 법관 간담회에서 모두발언을 하고 있다. 2024.5.16    mon@yna.co.kr,0,3,2
Seoul city to launch all-inclusive daily transit pass for tourists in July,"transit pass-tourist Seoul city to launch all-inclusive daily transit pass for tourists in July    SEOUL, May 16 (Yonhap) -- The Seoul city government said Thursday it will introduce a daily transit pass for tourists in July, offering unlimited access to the city's subways and buses for a temporary period in the latest move to enhance the city's competitiveness as a global tourist spot.    The Seoul metropolitan government said it will newly introduce a special Climate Card designed for tourists visiting the capital city, available for use for one, two, three or five days. The price ranges from 5,000 won (US$3.70) for the one-day pass to 15,000 won for the five-day pass.    The plan comes after the city successfully launched a monthly transit pass for locals earlier this year as part of a pilot program to promote the use of public transportation.   Under the new plan, foreign tourists can purchase the rechargeable transit pass for 3,000 won at the Seoul Tourism Plaza in Jongno Ward, the tourist information center in Myeongdong, customer safety centers on subway lines 1-8 or convenience stores near subway stations.   The tourist transit pass is activated immediately on the day it is charged, unlike the monthly pass, which allows users to decide which day it is activated.   Travelers will be offered the same benefits as the monthly pass, including 50 percent off admissions to the Seoul Grand Park and the Seoul Science Center.   City officials said they designed the temporary transit pass to increase the city's competitiveness as a global tourist spot, pointing to London and Paris as examples of cities with similar transit pass services.



A passenger uses an all-inclusive transit pass service, named the Climate Card, at a subway station, in this file photo taken April 15, 2024. (Yonhap)    sookim@yna.co.kr(END)",0,3,2
설악산에 쌓인 5월의 눈,(속초=연합뉴스) 16일 강원 속초시 설악동 일대에서 바라본 설악산 정상에 눈이 쌓여 있다. 2024.5.16  [독자 제공.재판매 및 DB 금지]     hak@yna.co.kr,0,3,2
김성식의 강렬한 벤자민 연기,(서울=연합뉴스) 류효림 기자 = 배우 김성식이 16일 서울 종로구 세종문화회관에서 열린 뮤지컬 '벤자민 버튼' 프레스콜에서 주요 장면을 시연하고 있다. 2024.5.16    ryousanta@yna.co.kr,0,3,2
"민재완, 혼신의 연기",(서울=연합뉴스) 류효림 기자 = 배우 민재완이 16일 서울 종로구 세종문화회관에서 열린 뮤지컬 '벤자민 버튼' 프레스콜에서 주요 장면을 시연하고 있다. 2024.5.16    ryousanta@yna.co.kr,0,3,2
美 식료품 물가 하락…맥도날드 5달러 세트 메뉴 한시 판매,"미국 슈퍼마켓[AFP 연합뉴스 자료사진.재판매 및 DB 금지]    (서울=연합뉴스) 최윤정 기자 = 미국 소비자 물가 상승세가 다소 약해진 가운데 사과, 계란 등 식료품 가격이 조금이나마 내리기 시작했다.    미 노동부가 15일(현지시간) 발표한 지난달 미국 소비자물가지수(CPI)에서 식료품 가격(계절조정)은 전월 대비 0.2% 하락했다.    다만, 외식 물가가 같은 기간 0.3% 오르면서 전체 식품 물가 상승률은 0%를 나타냈다.    CNN은 ""식료품 가격 하락은 폭은 작더라도 반가운 일""이라고 평가했다.    그러면서 ""식료품값 오름세는 팬데믹과 함께 시작해서 수년간 전체 물가 상승세보다 훨씬 강했다""며 ""그러다가 지난 2월에는 작년 4월 이후 처음으로 상승을 멈췄다""고 전했다.    식료품 물가는 1년 전에 비하면 여전히 1.1% 높다.     1년 전에 비하면 사과(-12.7%)와 계란(-9.0%) 가격 하락이 눈에 띈다고 CNN은 평가했다.    햄(-3.4%), 치즈(-3.3%), 생선 및 해산물(-2.1%) 등도 가격이 내렸다.    반면 소고기(10.1%), 밀가루(2.5%) 등은 상승했다.    외식 물가는 1년 전보다 4.1% 올랐으며 그 중에 특히 패스트푸드 등 카운터에서 주문받는 식당 물가가 4.8% 뛰었다.    이에 패스트푸드 식당을 찾는 고객이 줄고 소비액도 축소되고 있다.    저소득 고객 비중이 높은 맥도날드는 지난달 30일 실적 발표에서 이와 관련해 어려움을 토로했다.    맥도날드는 ""고객이 다시 돌아올 수 있도록 합리적 가격을 유지하는 데 특별히 중점을 둬야 한다""고 말했다.    월스트리트저널(WSJ)은 지난달 패스트푸드 가격이 2019년 수준에 비해 33% 높다고 보도했다.    맥도날드는 고객 유치를 위해 다음 달 25일부터 5달러(약 6천700원) 세트 메뉴를 약 한 달간 한시적으로 판매한다고 밝혔다.    맥더블, 맥치킨 샌드위치 중 한 가지와 작은 감자튀김, 치킨 너겟 4조각, 작은 음료 등으로 구성된다.    비지니스 인사이더는 현재 뉴욕시에서 비슷한 품목의 가격이 18.26달러라고 말했다.    이번 행사에 코카콜라는 460만달러(62억원)를 지원한다.     merciel@yna.co.kr",0,3,2
코스닥 지수 소폭 상승,"(서울=연합뉴스) 김도훈 기자 = 16일 오후 서울 중구 하나은행 본점 딜링룸 스크린에 코스닥 지수가 표시돼 있다.    이날 코스피는 전 거래일 대비 22.66포인트(0.83%) 오른 2,753.00으로 마감했다. 코스닥지수 역시 전날보다 8.22포인트(0.95%) 오른 870.37에 장을 마쳤다.    한편 서울 외환시장에서 원/달러 환율은 24.10원 내린 1,345원으로 거래를 마쳤다. 2024.5.16    superdoo82@yna.co.kr",0,3,2
"환율 20원 이상 내리며 1,345원 마감","(서울=연합뉴스) 김도훈 기자 = 16일 오후 서울 중구 하나은행 본점 딜링룸 스크린에 환율이 표시돼 있다.    이날 코스피는 전 거래일 대비 22.66포인트(0.83%) 오른 2,753.00으로 마감했다. 코스닥지수 역시 전날보다 8.22포인트(0.95%) 오른 870.37에 장을 마쳤다.    한편 서울 외환시장에서 원/달러 환율은 24.10원 내린 1,345원으로 거래를 마쳤다. 2024.5.16    superdoo82@yna.co.kr",0,3,2
"코스피 2,750선 회복 마감","(서울=연합뉴스) 김도훈 기자 = 16일 오후 서울 중구 하나은행 본점 딜링룸 스크린에 코스피가 표시돼 있다.    이날 코스피는 전 거래일 대비 22.66포인트(0.83%) 오른 2,753.00으로 마감했다. 코스닥지수 역시 전날보다 8.22포인트(0.95%) 오른 870.37에 장을 마쳤다.    한편 서울 외환시장에서 원/달러 환율은 24.10원 내린 1,345원으로 거래를 마쳤다. 2024.5.16    superdoo82@yna.co.kr",0,3,2
대법원장 격려방문 법관 간담회 참석한 조희대 대법원장,(서울=연합뉴스) 윤동진 기자 = 조희대 대법원장이 16일 오후 서울 서초구 서울고등법원에서 열린 격려방문 법관 간담회에 참석해 자리에 앉고 있다. 2024.5.16    mon@yna.co.kr,0,3,2
포즈 취하는 심창민,(서울=연합뉴스) 류효림 기자 =가수겸 배우 심창민이 16일 서울 종로구 세종문화회관에서 열린 뮤지컬 '벤자민 버튼' 프레스콜에서 포즈를 취하고 있다. 2024.5.16    ryousanta@yna.co.kr,0,3,2
포즈 취하는 김재범,(서울=연합뉴스) 류효림 기자 = 배우 김재범이 16일 서울 종로구 세종문화회관에서 열린 뮤지컬 '벤자민 버튼' 프레스콜에서 포즈를 취하고 있다. 2024.5.16    ryousanta@yna.co.kr,0,3,2
"벤자민 3인방, 심창민-김성식-김재범","(서울=연합뉴스) 류효림 기자 = 가수겸 배우 심창민(왼쪽부터), 배우 김성식, 김재범이 16일 서울 종로구 세종문화회관에서 열린 뮤지컬 '벤자민 버튼' 프레스콜에서 포즈를 취하고 있다. 2024.5.16    ryousanta@yna.co.kr",0,3,2
［韓流］ＮｅｗＪｅａｎｓが古宮・景福宮でステージ披露　２１日放送,"【ソウル聯合ニュース】韓国のガールズグループ、ＮｅｗＪｅａｎｓ（ニュージーンズ）がソウルにある朝鮮王朝時代の宮殿、景福宮でステージ披露する。



勤政殿の前で歌うＮｅｗＪｅａｎｓ（ＡＤＯＲ、ＫＢＳ提供）＝（聯合ニュース）≪転載・転用禁止≫　韓国のＫＢＳテレビによると、２１日に放送される「２０２４　コリア・オン・ステージ―ニュージェネレーション」でスペシャルステージを披露するＮｅｗＪｅａｎｓは先ごろ、景福宮の正殿・勤政殿の前で収録を行った。　勤政殿前では人気グループのＢＴＳ（防弾少年団）が２０２０年９月に米ＮＢＣテレビの番組企画としてヒット曲「ＩＤＯＬ」を歌ったことがあるが、Ｋ―ＰＯＰガールズグループがステージを披露するのはＮｅｗＪｅａｎｓが初めて。　勤政殿は朝鮮王朝時代に重要な国の儀式が執り行われた建物で、国宝に指定されている。　ＮｅｗＪｅａｎｓは収録で、伝統衣装の韓服を再解釈したデザインの衣装を身に着け、昨年リリースしたセカンドミニアルバム「Ｇｅｔ　Ｕｐ」の収録曲「Ｃｏｏｌ　Ｗｉｔｈ　Ｙｏｕ」を歌った。　ＮｅｗＪｅａｎｓは「大切な遺産の勤政殿でステージを披露でき非常に光栄です。記憶に長く残る思い出になるでしょう」とし、韓国の国家遺産に対し関心を持ってもらいたいとコメントした。　「２０２４　コリア・オン・ステージ―ニュージェネレーション」はＫＢＳ第２テレビで２１日午後１１時２５分に放送される予定。同局の海外向けチャンネル「ＫＢＳワールド」でも世界１４２カ国・地域に向け放送される。 hjc@yna.co.kr",0,3,2
'1분기 호실적' 화장품株 급등…한국화장품제조 상한가(종합),"서울 명동의 화장품 판매점[연합뉴스 자료사진](서울=연합뉴스) 조성흠 기자 = 1분기 호실적을 거둔 화장품주가 16일 대거 급등했다.    이날 한국화장품제조는 가격제한폭으로서 전날 대비 8천450원(29.91%) 오른 3만6천700원으로 거래를 마감했다.    계열사인 한국화장품 역시 2천280원(30%) 오른 9천880원으로 상한가를 기록하며 장을 마감했다.    이날 유가증권시장에서 상한가를 기록한 종목은 이들 화장품주 2개뿐이었다.    잇츠한불과 제이준코스메틱도 각각 11.58%, 8.62% 급등했다.    지난 14일 한국화장품제조는 1분기 매출액과 영업이익이 각각 351억원, 44억원으로 전년 동기 대비 31%, 98% 증가했다고 밝혔다.    같은 날 잇츠한불도 1분기 매출액과 영업이익이 각각 359억원, 66억원으로 전년 동기 대비 0.4%, 168.4% 증가했다고 공시했다.    업계에서는 중국 경기 회복에 대한 기대감과 함께 수출국 다변화로 인해 화장품 업황 개선이 이어질 것이라는 전망이 나온다.    김명주 한국투자증권 연구원은 ""1분기 중국 총판 및 유통사가 보유한 화장품 재고 수준이 빠르게 떨어지면서 글로벌 기업의 도매 매출이 발생하고 일부 업체의 어닝 서프라이즈로 이어졌다""고 말했다.    그러면서 ""2분기에는 1분기 도매 매출이 본격적으로 소매 매출로 이어질 것""이라며 ""2분기 중국 화장품 산업은 시장 우려보다는 양호할 가능성이 높다""고 예상했다.    josh@yna.co.kr",0,3,2
"격리 종료 앞둔 푸바오, 단체생활 적응 중…""냄새·소리로 교류""","中판다센터 2주만에 영상 추가 공개…""활동·휴식 규칙적""



옥수수빵 먹는 푸바오[중국판다보호연구센터 웨이보 캡처. 재판매 및 DB금지](서울=연합뉴스) 홍제성 기자 = 지난달 초 한국을 떠나 중국으로 간 자이언트 판다 '푸바오'가 격리 생활 종료를 앞두고 단체생활 적응에 들어갔다고 중국판다보호연구센터가 16일 밝혔다.    이 센터는 이날 공식 웨이보(微博·중국판 엑스)에 올린 1분짜리 영상에 붙인 설명을 통해 ""푸바오가 냄새와 소리로 이웃들(다른 판다들)과 교류하며 단체 군집 생활에 점차 적응하고 있다""고 밝혔다.    센터에 따르면 푸바오는 매일 오전 활동량이 많고 대나무 먹는 것을 특히 좋아한다. 점심 때 이후 긴 낮잠을 자고 저녁 때 다시 먹이를 먹는데 활동과 휴식이 비교적 규칙적이라고 센터 측은 전했다.    지난 15일 촬영된 1분짜리 영상에는 푸바오가 워룽중화자이언트판다원(臥龍中華大熊猫苑) 선수핑기지(神樹坪基地)의 격리·검역 구역의 철창에 반쯤 기대어 누운 채 옥수수빵을 맛있게 먹는 장면이 담겼다. 푸바오는 가슴 위에 떨어진 빵 부스러기는 혀를 내밀어 핥아먹기도 했다.     센터 측은 ""푸바오가 먹이를 낭비하지 않고 아껴 먹는다""며 ""가장 좋아하는 먹이는 옥수수빵과 채소, 과일""이라고 설명했다.    영상 마지막 부분에는 먹이를 먹은 뒤 소화시키기 위해 풀밭을 어슬렁거리며 놀고 있는 푸바오 모습도 확인됐다.    영상에 나온 푸바오의 이마에는 움푹 팬 반점이 보이기도 했다.    이와 관련, 센터 측은 이 반점을 '미인점'이라고 소개하면서 다음 편 영상에서 어떻게 생기게 됐는지를 설명할 예정이라고 예고해 관심을 끌고 있다.    판다센터가 푸바오를 주인공으로 한 영상을 공개한 것은 지난달 1일 '푸바오의 격리·검역 일기 4'라는 제목의 영상을 올린 이후 2주 만이다.    당시 센터 측은 ""푸바오의 격리 검역 생활이 곧 만료된다""며 ""푸바오가 곧 대중들과 만날 것""이라고 발표한 바 있다.    센터 측은 지난달 10일 '푸바오의 격리 검역 일기 1'이라는 영상을 시작으로 일주일 단위로 2·3편 영상을 공개한 바 있다.    푸바오는 격리가 종료된 이후에도 워룽 선수핑기지에서 당분간 생활한 뒤 선수핑기지와 허타오핑기지(核桃坪基地), 두장옌기지(都江堰基地), 야안기지(雅安基地) 중 한 곳에 정착할 것으로 전망된다.    푸바오는 2016년 3월 시진핑 중국 국가주석이 한중 친선 도모의 상징으로 보내온 판다 러바오와 아이바오 사이에서 2020년 7월 20일 태어났다.    그간 용인 에버랜드에서 생활하면서 '용인 푸씨'나 '푸공주', '푸뚠뚠' 등 애칭으로 불리며 많은 사랑을 받은 푸바오는 태어난 지 1천354일 만인 지난달 3일 중국으로 돌아갔다.



풀밭을 어슬렁거리는 푸바오[중국판다보호연구센터 웨이보 캡처. 재판매 및 DB금지]jsa@yna.co.kr",0,3,2
퇴근했다가 밤에 다시 출근…허위로 초과근무 수당 타낸 경찰,부산경찰청 전경[부산경찰청 제공]    (부산=연합뉴스) 차근호 기자 = 부산경찰청은 초과 근무 수당을 허위로 타낸 A 경감을 자체 점검 중 적발했다고 16일 밝혔다.     부산시내 모 경찰서에서 계장으로 근무한 A 경감은 지난 4월 중순 관련 사실이 적발된 후 다른 경찰서로 징계성 인사 조처됐다.     경찰은 현재 A 경감에 대한 감찰 조사를 진행하면서 부정 수령액과 기간을 확인하고 있다고 밝혔다.     부산경찰청에서는 이달 2일과 7일 복무 위반 점검 과정에서 업무 외 초과근무를 입력한 직원 5명을 적발하기도 했다.     이들은 퇴근 후 식사 등 사적인 일로 사무실을 나간 뒤 다시 들어와 초과근무 입력 시스템에 지문을 등록하다가 불시 단속에 걸렸다.    당시 적발된 경찰들도 모두 중간 관리자급인 경감이었다.    ready@yna.co.kr,0,3,2
"삼성전자 경계현 사장 ""사내 생성형 AI 툴, 디지털 혁신 가속""","경계현 삼성전자 사장[연합뉴스 자료사진](서울=연합뉴스) 김아람 기자 = 경계현 삼성전자 디바이스솔루션(DS)부문장(사장)은 자체 생성형 인공지능(AI)의 사내 도입과 활용이 디지털 혁신을 가속한다고 16일 강조했다.    경 사장은 이날 링크드인에 올린 글에서 ""반도체 기술 분야 업계 리더로서 AI를 활용해 업무를 수행할 새로운 방법 모색에 도전했다""며 ""이에 대응해 우리 팀이 제시한 DS 어시스턴트, N-ERP AI 등에 감명을 받았다""고 말했다.    DS 어시스턴트는 삼성전자 DS 부문이 도입한 사내 생성형 AI다. N-ERP는 경영정보 공유와 효율적 업무처리를 돕는 차세대 전사자원관리(ERP) 시스템이다.    경 사장은 ""DS 어시스턴트는 생성 AI 접근 권한을 사업부에 부여해 시간이 오래 걸리는 시장·업체 분석, 번역, 코드 생성, 문서 작성 등 여러 내부 작업을 자동화함으로써 기업의 디지털 혁신 가속에 도움을 주고 있다""고 설명했다.    아울러 ""N-ERP는 AI 기반 의사 결정과 광학 문자 인식(OCR)을 활용한 업무 자동화를 지원하는 차세대 ERP 시스템""이라고 덧붙였다.    그는 ""DS 어시스턴트와 N-ERP는 이제 시작일 뿐""이라며 ""삼성 반도체가 고객을 위한 차세대 설루션을 제공하면서 내부에서 끊임없이 AI 툴을 실험해 혁신의 속도를 높일 수 있을 것""이라고 기대했다.    rice@yna.co.kr",0,3,2
열연하는 김소향,(서울=연합뉴스) 류효림 기자 = 배우 김소향이 16일 서울 종로구 세종문화회관에서 열린 뮤지컬 '벤자민 버튼' 프레스콜에서 주요 장면을 시연하고 있다. 2024.5.16    ryousanta@yna.co.kr,0,3,2
벤자민 버튼 역 맡은 김성식,(서울=연합뉴스) 류효림 기자 = 배우 김성식이 16일 서울 종로구 세종문화회관에서 열린 뮤지컬 '벤자민 버튼' 프레스콜에서 주요 장면을 시연하고 있다. 2024.5.16    ryousanta@yna.co.kr,0,3,2
뮤지컬 벤자민 버튼 프레스콜,(서울=연합뉴스) 류효림 기자 = 16일 서울 종로구 세종문화회관에서 열린 뮤지컬 '벤자민 버튼' 프레스콜에서 출연 배우들이 포즈를 취하고 있다. 2024.5.16    ryousanta@yna.co.kr,0,3,2
벤자민 버튼의 블루 3인방,"(서울=연합뉴스) 류효림 기자 = 배우 김소향, 박은미, 이아름솔이 16일 서울 종로구 세종문화회관에서 열린 뮤지컬 '벤자민 버튼' 프레스콜에서 포즈를 취하고 있다. 2024.5.16    ryousanta@yna.co.kr",0,3,2
"포항시, 신산업 기반 혁신생태계 구축…바이오 등 3대 거점 조성","신산업 개발전략 마스터플랜 수립 용역 보고회[포항시 제공. 재판매 및 DB 금지]    (포항=연합뉴스) 이승형 기자 = 경북 포항시는 16일 시청에서 신산업 혁신생태계를 구축해 도시 경쟁력을 확보하기 위한 '신산업 개발전략 마스터플랜' 수립 용역 최종보고회를 했다.    용역 시행은 산업연구원(KIET)이 맡았다. 이번 용역은 산업구조 변화에 선제로 대응하고 신산업 용지를 확보하는 단계적 전략을 수립하기 위한 것이다.    용역에서는 바이오·IT 중심 지곡밸리, 이차전지·수소 산업 중심 블루밸리, 글로벌 비즈니스 중심의 영일만밸리 등 '신산업 3대 거점지구' 조성을 비전으로 제시했다.    이와 함께 이차전지 가치사슬 글로벌 확장을 위한 원스톱 투자유치 시스템 구축, 포스텍 의대 유치와 의과학 기술 융합을 통한 산업구조 고도화, 각 거점지구 기업혁신파크에 비즈니스와 문화·예술의 융복합 등을 제안했다.    기업 수요에 대응해 신속한 산업 용지를 확보하기 위해서는 영일만 특화단지와 글로벌 기업혁신파크 조성, 경제자유구역 2단계 및 블루밸리 국가산단 확장 등 400만평 규모의 선도사업을 1단계 과제로 정했다.    이후 광역교통, 정주 여건, 주민 수용성 등 여건을 종합적으로 검토해 단계적으로 산업 용지를 확대하는 방안을 검토하기로 했다.    장상길 포항시 부시장은 ""신산업 혁신생태계와 최고 수준의 정주 여건을 갖춘 도시로 도약할 많은 성과를 내고 있다""며 ""마스터플랜을 토대로 신산업 생태계를 더욱 고도화하고 세계적인 경쟁력을 확보하겠다""고 말했다.    haru@yna.co.kr",0,3,2
"""밤이 아름다운 세종수목원으로 여행오세요"" 18일부터 야간개장","한복 입고 국립세종수목원 전통정원 관람하는 탐방객[국립세종수목원 제공. 재판매 및 DB 금지](세종=연합뉴스) 이은파 기자 = 한국수목원정원관리원은 오는 18일부터 10월 12일까지 국립세종수목원에서 야간 개장 행사인 '특별한 夜행'을 운영한다고 16일 밝혔다.     조명을 밝힌 세종수목원은 낮과는 다른 분위기와 경관을 조성할 뿐 아니라 낮 시간대에 바쁜 사람들도 저녁 시간에 즐길 수 있는 여가 활동의 기회를 제공한다.    올해로 3년 차를 맞은 세종수목원의 야간 개장 행사에서는 사계절 전시온실은 물론 축제마당, 한국전통정원도 개방해 다양한 볼거리와 즐길 거리를 제공한다.    세종수목원은 이 기간 ▲ 소상공인과 함께하는 플리 마켓 ▲ 야간 특화 문화공연 행사 ▲ 국민 체험 교육 프로그램 등 특색있는 행사를 선보인다.



2024 국립세종수목원 특별한 夜행 포스터[국립세종수목원 제공. 재판매 및 DB 금지]신창호 국립세종수목원장은 ""야간 개장을 기회로 많은 국민들이 가족과 함께 좋은 추억을 쌓길 바란다""며 ""세종수목원 야간 개장 행사가 대한민국 대표적인 문화 행사로 발돋움할 수 있도록 더욱 노력하겠다""고 말했다.    sw21@yna.co.kr",0,3,2
